,Alter bei Riss,Geburt,Liga,Name,Position,Rissdatum,Rissdatum dezimal,Saison,Verein,Verletzungszeit,Webseite
133,24,1993-07-20,super-lig,Atinc Nukan,Innenverteidiger                            ,2017-07-28,2017.5698630136985,17,Besiktas Istanbul,296,https://www.transfermarkt.ch/atinc-nukan/verletzungen/spieler/149516
134,36,1976-03-30,major-league-soccer,Bernardo Corradi,Mittelstürmer                            ,2012-06-18,2012.4602739726026,11,Transfermarkt,183,https://www.transfermarkt.ch/bernardo-corradi/verletzungen/spieler/5851
135,27,1989-03-02,laliga,Raúl Baena,Defensives Mittelfeld                            ,2016-04-20,2016.3013698630136,15,Rayo Vallecano,229,https://www.transfermarkt.ch/raul-baena/verletzungen/spieler/74557
136,23,1994-04-28,jupiler-pro-league,Floriano Vanzo,Rechtsaußen                            ,2017-05-08,2017.3506849315067,16,Waasland-Beveren,222,https://www.transfermarkt.ch/floriano-vanzo/verletzungen/spieler/201696
137,22,1994-04-28,jupiler-pro-league,Floriano Vanzo,Rechtsaußen                            ,2016-11-04,2016.8328767123287,16,Waasland-Beveren,185,https://www.transfermarkt.ch/floriano-vanzo/verletzungen/spieler/201696
138,37,1977-11-14,super-league,Pavel Pergl,Innenverteidiger                            ,2014-11-14,2014.8602739726027,14,FC Vaduz,178,https://www.transfermarkt.ch/pavel-pergl/verletzungen/spieler/9769
139,36,1977-11-14,challenge-league,Pavel Pergl,Innenverteidiger                            ,2014-04-29,2014.3260273972603,13,FC Vaduz,178,https://www.transfermarkt.ch/pavel-pergl/verletzungen/spieler/9769
140,23,1985-03-18,eredivisie,Dieter Van Tornhout,Mittelstürmer                            ,2008-04-27,2008.3205479452056,07,Roda JC Kerkrade,188,https://www.transfermarkt.ch/dieter-van-tornhout/verletzungen/spieler/16089
141,19,1998-12-18,2-bundesliga,Stephan Ambrosius,Innenverteidiger                            ,2018-12-13,2018.9397260273972,18,Hamburger SV,199,https://www.transfermarkt.ch/stephan-ambrosius/verletzungen/spieler/327536
142,27,1984-02-12,eredivisie,Jacob Mulenga,Mittelstürmer                            ,2011-11-16,2011.8657534246574,11,FC Utrecht,189,https://www.transfermarkt.ch/jacob-mulenga/verletzungen/spieler/25118
143,23,1990-04-26,laliga,Jonathan dos Santos,Zentrales Mittelfeld                            ,2013-10-21,2013.7972602739726,13,FC Barcelona,185,https://www.transfermarkt.ch/jonathan-dos-santos/verletzungen/spieler/60445
144,26,1987-04-15,ligue-2,Pierrick Capelle,Linkes Mittelfeld                            ,2013-08-16,2013.6191780821919,13,Clermont Foot Auvergne 63,184,https://www.transfermarkt.ch/pierrick-capelle/verletzungen/spieler/214532
145,26,1989-04-21,segunda-division-b-grupo-iii,Víctor Ibáñez,Torwart                            ,2015-09-08,2015.6794520547944,15,CE L’Hospitalet,253,https://www.transfermarkt.ch/victor-ibanez/verletzungen/spieler/74561
146,29,1985-01-27,liga-nos,Rúben Amorim,Zentrales Mittelfeld                            ,2014-08-24,2014.641095890411,14,Benfica Lissabon,161,https://www.transfermarkt.ch/ruben-amorim/verletzungen/spieler/25101
147,23,1991-01-03,laliga2,Roger Martí,Mittelstürmer                            ,2014-09-28,2014.7342465753425,14,Real Valladolid,185,https://www.transfermarkt.ch/roger-marti/verletzungen/spieler/212391
148,29,1989-11-02,ligue-1,Stevan Jovetic,Mittelstürmer                            ,2019-04-14,2019.2849315068493,18,AS Monaco,0,https://www.transfermarkt.ch/stevan-jovetic/verletzungen/spieler/46104
149,21,1995-04-09,promotion-league,Manuel Kubli,Offensives Mittelfeld                            ,2017-01-18,2017.0493150684931,16,FC Rapperswil-Jona,85 ,https://www.transfermarkt.ch/manuel-kubli/verletzungen/spieler/213160
150,24,1986-05-20,championship,Dexter Blackstock,Mittelstürmer                            ,2010-11-20,2010.876712328767,10,Nottingham Forest,354,https://www.transfermarkt.ch/dexter-blackstock/verletzungen/spieler/28491
151,23,1993-05-17,ligue-1,Casimir Ninga,Linksaußen                            ,2016-10-18,2016.7890410958903,16,HSC Montpellier,182,https://www.transfermarkt.ch/casimir-ninga/verletzungen/spieler/392810
152,28,1982-09-03,eredivisie,Koen van de Laak,Offensives Mittelfeld                            ,2010-12-03,2010.9123287671232,10,FC Groningen,451,https://www.transfermarkt.ch/koen-van-de-laak/verletzungen/spieler/19298
153,31,1982-05-25,serie-a,Giandomenico Mesto,Rechter Verteidiger                            ,2013-11-02,2013.827397260274,13,SSC Neapel,134,https://www.transfermarkt.ch/giandomenico-mesto/verletzungen/spieler/16744
154,25,1988-09-26,jupiler-pro-league,Guillermo Molins,Mittelstürmer                            ,2014-06-28,2014.4876712328767,13,Malmö FF,276,https://www.transfermarkt.ch/guillermo-molins/verletzungen/spieler/51457
155,22,1988-09-26,allsvenskan,Guillermo Molins,Mittelstürmer                            ,2011-06-26,2011.482191780822,10,Malmö FF,265,https://www.transfermarkt.ch/guillermo-molins/verletzungen/spieler/51457
156,23,1992-01-28,ligue-professionnelle-1,Oussama Haddadi,Linker Verteidiger                            ,2015-05-26,2015.4,14,Club Africain Tunis,184,https://www.transfermarkt.ch/oussama-haddadi/verletzungen/spieler/191407
157,20,1991-09-29,2-liga,Mario Kröpfl,Linker Verteidiger                            ,2012-06-22,2012.4712328767123,12,First Vienna FC,192,https://www.transfermarkt.ch/mario-kropfl/verletzungen/spieler/79380
158,17,1991-09-29,regionalliga-ost,Mario Kröpfl,Linker Verteidiger                            ,2009-01-01,2009.0027397260274,08,First Vienna FC,151,https://www.transfermarkt.ch/mario-kropfl/verletzungen/spieler/79380
159,25,1991-05-17,superettan,Zlatan Krizanovic,Mittelstürmer                            ,2017-01-30,2017.0821917808219,16,Falkenbergs FF,425,https://www.transfermarkt.ch/zlatan-krizanovic/verletzungen/spieler/107966
160,22,1991-05-17,svenska-cupen,Zlatan Krizanovic,Mittelstürmer                            ,2013-05-24,2013.3945205479451,12,Falkenbergs FF,311,https://www.transfermarkt.ch/zlatan-krizanovic/verletzungen/spieler/107966
161,28,1991-01-21,3-liga,Quirin Moll,Zentrales Mittelfeld                            ,2019-02-03,2019.0904109589042,18,TSV 1860 München,0,https://www.transfermarkt.ch/quirin-moll/verletzungen/spieler/87190
162,21,1992-03-18,primera-division-apertura,Javier Cabrera,Rechtsaußen                            ,2013-08-10,2013.6027397260275,13,Montevideo Wanderers,189,https://www.transfermarkt.ch/javier-cabrera/verletzungen/spieler/147131
163,27,1988-04-03,premier-league,Tim Krul,Torwart                            ,2015-10-10,2015.7671232876712,15,Newcastle United,396,https://www.transfermarkt.ch/tim-krul/verletzungen/spieler/33027
164,26,1993-02-26,pko-ekstraklasa, Cafú,Zentrales Mittelfeld                            ,2019-09-22,2019.717808219178,19,Legia Warschau,0,https://www.transfermarkt.ch/cafu/verletzungen/spieler/203655
165,23,1993-11-21,serie-b,Filippo Lora,Zentrales Mittelfeld                            ,2016-12-20,2016.958904109589,16,AS Cittadella,306,https://www.transfermarkt.ch/filippo-lora/verletzungen/spieler/160342
166,19,1993-11-21,serie-b,Filippo Lora,Zentrales Mittelfeld                            ,2013-09-16,2013.7013698630137,13,AS Cittadella,175,https://www.transfermarkt.ch/filippo-lora/verletzungen/spieler/160342
167,20,1992-02-08,1-liga-gruppe-2,Enis Ramadani,Offensives Mittelfeld                            ,2012-06-18,2012.4602739726026,12,Grasshopper Club Zürich U21,105,https://www.transfermarkt.ch/enis-ramadani/verletzungen/spieler/165909
168,18,1999-01-01,bundesliga,Florian Fischerauer,Zentrales Mittelfeld                            ,2017-02-03,2017.0904109589042,16,FC Admira Wacker Mödling,253,https://www.transfermarkt.ch/florian-fischerauer/verletzungen/spieler/307583
169,16,1999-01-01,regionalliga-ost,Florian Fischerauer,Zentrales Mittelfeld                            ,2015-08-21,2015.6328767123289,15,Florian Fischerauer,315,https://www.transfermarkt.ch/florian-fischerauer/verletzungen/spieler/307583
170,20,1994-12-25,serie-a,Davide Petermann,Zentrales Mittelfeld                            ,2015-11-25,2015.890410958904,15,Santarcangelo Calcio,218,https://www.transfermarkt.ch/davide-petermann/verletzungen/spieler/199921
171,24,1984-10-14,scottish-premiership,Kevin Thomson,Zentrales Mittelfeld                            ,2008-11-09,2008.8465753424657,08,Glasgow Rangers,173,https://www.transfermarkt.ch/kevin-thomson/verletzungen/spieler/12703
172,29,1987-09-01,liga-pro, Pedró,Offensives Mittelfeld                            ,2017-05-07,2017.3479452054794,16,Desportivo Aves,184,https://www.transfermarkt.ch/pedro/verletzungen/spieler/210057
173,23,1993-07-02,laliga2,Samuel Delgado,Rechtsaußen                            ,2017-02-13,2017.1178082191782,16,Cultural Leonesa,280,https://www.transfermarkt.ch/samuel-delgado/verletzungen/spieler/271443
174,26,1984-03-01,serie-a,Boško Janković,Rechtsaußen                            ,2010-07-01,2010.495890410959,10,FC Genua 1893,147,https://www.transfermarkt.ch/bo-scaron-ko-jankovi%C4%87/verletzungen/spieler/19708
175,22,1994-05-29,keuken-kampioen-divisie, Mailson Lima,Linkes Mittelfeld                            ,2016-07-01,2016.495890410959,16,Fortuna Sittard,241,https://www.transfermarkt.ch/mailson-lima/verletzungen/spieler/283151
176,26,1983-03-14,campeonato-brasileiro-serie-a, Léo Fortunato,Innenverteidiger                            ,2009-07-19,2009.545205479452,09,EC Cruzeiro Belo Horizonte,184,https://www.transfermarkt.ch/leo-fortunato/verletzungen/spieler/54156
177,20,1993-08-23,laliga,Sebastián Cristóforo,Zentrales Mittelfeld                            ,2014-03-16,2014.2082191780821,13,FC Sevilla,236,https://www.transfermarkt.ch/sebastian-cristoforo/verletzungen/spieler/188157
178,22,1996-01-30,liga-nos, Joca,Offensives Mittelfeld                            ,2018-08-18,2018.6246575342466,18,Rio Ave FC,205,https://www.transfermarkt.ch/joca/verletzungen/spieler/340491
179,19,1992-01-18,spieltag,Steve Breitkreuz,Innenverteidiger                            ,2011-02-22,2011.1424657534246,10,Hertha BSC U19,190,https://www.transfermarkt.ch/steve-breitkreuz/verletzungen/spieler/82735
180,18,1992-01-18,spieltag,Steve Breitkreuz,Innenverteidiger                            ,2010-05-08,2010.3506849315067,09,Hertha BSC U19,237,https://www.transfermarkt.ch/steve-breitkreuz/verletzungen/spieler/82735
181,23,1996-01-11,premier-league,Leroy Sané,Linksaußen                            ,2019-08-05,2019.5890410958905,19,Manchester City,0,https://www.transfermarkt.ch/leroy-sane/verletzungen/spieler/192565
182,29,1980-01-19,laliga2, Santos,Linkes Mittelfeld                            ,2010-01-13,2010.035616438356,09,FC Elche,216,https://www.transfermarkt.ch/santos/verletzungen/spieler/58174
183,24,1993-08-23,laliga,Iván López,Rechter Verteidiger                            ,2017-10-09,2017.7643835616439,17,UD Levante,221,https://www.transfermarkt.ch/ivan-lopez/verletzungen/spieler/203778
184,25,1989-03-15,premier-liga,Ondrej Mazuch,Innenverteidiger                            ,2015-02-02,2015.0876712328768,14,Dnipro Dnipropetrovsk,241,https://www.transfermarkt.ch/ondrej-mazuch/verletzungen/spieler/23443
185,21,1988-02-27,ligue-2,Youssef Sekour,Defensives Mittelfeld                            ,2009-04-15,2009.2876712328766,08,CS Sedan-Ardennes,183,https://www.transfermarkt.ch/youssef-sekour/verletzungen/spieler/51094
186,21,1989-10-14,laliga2,Fito Miranda,Linksaußen                            ,2011-09-22,2011.717808219178,11,CE Sabadell,192,https://www.transfermarkt.ch/fito-miranda/verletzungen/spieler/176317
187,34,1981-05-04,regionalliga-mitte,Patrick Wolf,Rechtes Mittelfeld                            ,2015-09-11,2015.6876712328767,15,SV Allerheiligen,202,https://www.transfermarkt.ch/patrick-wolf/verletzungen/spieler/18816
188,30,1979-01-18,premier-league,Paulo Ferreira,Rechter Verteidiger                            ,2009-03-06,2009.1808219178083,08,FC Chelsea,198,https://www.transfermarkt.ch/paulo-ferreira/verletzungen/spieler/9832
189,22,1988-11-30,super-league,Benjamin Lüthi,Linker Verteidiger                            ,2011-10-16,2011.7835616438356,11,FC Thun,228,https://www.transfermarkt.ch/benjamin-luthi/verletzungen/spieler/43850
190,24,1986-06-16,campeonato-brasileiro-serie-a, Maicosuel,Linksaußen                            ,2010-09-24,2010.7232876712328,10,Botafogo Rio de Janeiro,233,https://www.transfermarkt.ch/maicosuel/verletzungen/spieler/54183
191,29,1988-05-06,ehrenpromotion, Nana Kouamou,Defensives Mittelfeld                            ,2017-08-21,2017.6328767123289,17,FC Jeunesse Canach,313,https://www.transfermarkt.ch/nana-kouamou/verletzungen/spieler/167226
192,31,1984-11-18,eliteserien,Enar Jääger,Innenverteidiger                            ,2016-05-21,2016.386301369863,15,Vålerenga Fotball,224,https://www.transfermarkt.ch/enar-jaager/verletzungen/spieler/38793
193,23,1991-10-05,premier-league,Stephen Last,Innenverteidiger                            ,2015-07-25,2015.5616438356165,15,Wexford FC,159,https://www.transfermarkt.ch/stephen-last/verletzungen/spieler/180490
194,28,1989-05-05,laliga2, Chumbi,Mittelstürmer                            ,2018-01-08,2018.021917808219,17,Lorca FC,181,https://www.transfermarkt.ch/chumbi/verletzungen/spieler/228396
195,23,1995-06-20,1-lig,Kemal Rüzgar,Mittelstürmer                            ,2018-10-22,2018.8,18,Altinordu FK,209,https://www.transfermarkt.ch/kemal-ruzgar/verletzungen/spieler/196655
196,23,1996-01-25,3-liga,Fabian Senninger,Rechter Verteidiger                            ,2019-06-21,2019.468493150685,18,SV Meppen,0,https://www.transfermarkt.ch/fabian-senninger/verletzungen/spieler/334490
197,22,1996-01-25,3-liga,Fabian Senninger,Rechter Verteidiger                            ,2018-07-27,2018.5671232876712,18,SV Meppen,191,https://www.transfermarkt.ch/fabian-senninger/verletzungen/spieler/334490
198,26,1990-11-29,super-league-1,David Oberhauser,Torwart                            ,2017-09-08,2017.6794520547944,17,AO Platanias,181,https://www.transfermarkt.ch/david-oberhauser/verletzungen/spieler/130110
199,22,1990-11-29,ligue-1,David Oberhauser,Torwart                            ,2012-12-06,2012.9205479452055,12,AC Ajaccio,182,https://www.transfermarkt.ch/david-oberhauser/verletzungen/spieler/130110
200,20,1994-03-17,regionalliga-nord,Tobias Schwede,Linkes Mittelfeld                            ,2015-03-10,2015.1917808219177,14,SV Werder Bremen II,296,https://www.transfermarkt.ch/tobias-schwede/verletzungen/spieler/153680
201,28,1988-09-14,burgenlandliga,Michael Pittnauer,Mittelstürmer                            ,2017-08-04,2017.5863013698631,17,SV Stegersbach,330,https://www.transfermarkt.ch/michael-pittnauer/verletzungen/spieler/70613
202,28,1981-12-28,premier-league,Danny Webber,Mittelstürmer                            ,2010-04-10,2010.2739726027398,09,FC Portsmouth,205,https://www.transfermarkt.ch/danny-webber/verletzungen/spieler/3551
203,21,1991-04-20,ligue-2,Mehdi Jeannin,Torwart                            ,2013-03-01,2013.1671232876713,12,Clermont Foot Auvergne 63,184,https://www.transfermarkt.ch/mehdi-jeannin/verletzungen/spieler/191882
204,27,1986-04-01,2-bundesliga,Nikola Djurdjic,Mittelstürmer                            ,2013-08-13,2013.6109589041096,13,SpVgg Greuther Fürth,199,https://www.transfermarkt.ch/nikola-djurdjic/verletzungen/spieler/46162
205,27,1987-09-05,bundesliga,Thomas Schrammel,Linker Verteidiger                            ,2015-07-26,2015.5643835616438,15,SK Rapid Wien,189,https://www.transfermarkt.ch/thomas-schrammel/verletzungen/spieler/37648
206,24,1987-09-05,bundesliga,Thomas Schrammel,Linker Verteidiger                            ,2011-09-13,2011.6931506849314,11,SK Rapid Wien,170,https://www.transfermarkt.ch/thomas-schrammel/verletzungen/spieler/37648
207,18,1989-09-23,premier-league,Wesley Ngo Baheng,Mittelstürmer                            ,2008-05-08,2008.3506849315067,08,Newcastle United U18,238,https://www.transfermarkt.ch/wesley-ngo-baheng/verletzungen/spieler/69035
208,23,1993-02-04,challenge-league,Mike Kleiber,Rechter Verteidiger                            ,2016-11-25,2016.890410958904,16,FC Zürich,297,https://www.transfermarkt.ch/mike-kleiber/verletzungen/spieler/165517
209,23,1993-02-04,super-league,Mike Kleiber,Rechter Verteidiger                            ,2016-02-13,2016.1178082191782,15,FC Zürich,243,https://www.transfermarkt.ch/mike-kleiber/verletzungen/spieler/165517
210,25,1990-01-23,laliga,Ximo Navarro,Innenverteidiger                            ,2015-05-17,2015.3753424657534,14,UD Almería,218,https://www.transfermarkt.ch/ximo-navarro/verletzungen/spieler/184767
211,24,1990-03-18,3-liga,Jonatan Kotzke,Innenverteidiger                            ,2014-08-02,2014.5808219178082,14,SV Wehen Wiesbaden,232,https://www.transfermarkt.ch/jonatan-kotzke/verletzungen/spieler/90330
